199 199 84.9828 199 96.6837 95.0151 97.6299 97.2525 95.6771 96.6149 95.1732 94.2596 92.628 93.0574 92.1224 90.7957 91.4224 89.8881 90.4012 89.5008 89.5513 89.0287 88.791 88.8298 88.1159 88.0558 87.944 87.8312 89.4586 89.4933 89.1557 87.0224 86.8145 89.2122 89.0478 86.856 88.5668 86.6789 88.5389 88.9054 88.5494 88.9206 89.1006 90.3801 88.6737 88.7281 88.4914 88.5208 88.5385 88.489 92.3066 60.8784 66.1184 65.7742 66.1578 64.6396 63.6195 64.3401 64.9948 63.9049 63.8852 62.9377 61.7094 61.8656 59.6522 59.833 59.6681 59.3108 59.7286 59.8175 59.7913 60.1953 61.0515 61.5411 62.673 63.6381 58.8427 91.1273 90.6427 90.5065 92.3894 86.9516 88.6142 91.0227 88.4347 40.516 40.3042 40.4937 40.5207 40.725 40.5336 91.1995 62.9713 57.9751 56.6651 52.4396 52.7473 58.1207 57.1842 55.9753 52.5119 52.866 53.1882 54.2282 54.4123 54.1761 54.8442 55.5161 59.508 61.7019 1.15413 4.09265 6.12292 6.78521 6.54412 6.4434 7.50169 6.60579 6.96871 7.01592 8.08867 8.20133 8.15178 8.33662 8.54098 8.59326 8.95996 8.67339 8.69929 8.93627 4.19219 3.45051 2.78904 2.35623 2.15912 1.75514 1.31291 0.958039 0.852097 0.581615 0.489395 0.446926 0.555113 0.212914 0.188381 0.598956 0.60614 1.0201 0.506537 0.399779 0.348968 0.512151 0.249347 0.19938 0.0457601 0.252794 0.788664 1.3411 1.44792 1.64671 0.986324 1.15599 1.51771 2.46699 2.71155 2.83954 3.87373 4.74138 11.0608 1.73164 9.95848 11.0381 11.2673 11.3255 11.1929 6.72004 6.70222 5.89579 5.64317 5.56351 5.24105 5.39172 4.95662 4.31634 4.25256 4.48574 4.02257 3.862 3.47107 3.48981 3.17205 2.65572 2.58701 1.99373 1.79375 1.14071 0.398658 0.566111 0.716995 0.736166 
198.9 198.9 198.9 198.9 198.9 198.9 198.9 96.0492 97.4559 97.2371 96.0078 95.8222 93.5877 93.1901 93.1071 91.8512 90.6923 89.8211 89.9361 90.041 89.4324 88.9843 87.7444 89.8459 87.9407 88.1627 89.6889 87.6694 89.79 89.4214 86.8124 86.7851 87.3748 88.8745 88.718 88.9313 88.5476 86.6787 88.8556 88.3178 88.8694 88.818 88.781 88.8624 90.0052 88.727 90.6707 88.4875 88.2951 91.7269 91.9859 73.8829 60.8423 64.6301 65.2352 64.9899 62.8872 63.3966 63.4459 63.2512 63.5459 62.8596 61.8662 61.1899 61.1064 59.9429 58.8051 58.8208 59.4301 59.3357 59.3868 59.4434 59.6799 60.2325 60.9718 61.2473 62.5086 57.6531 58.917 91.8093 90.9474 89.3885 91.0142 84.4336 89.0402 93.8191 88.9805 40.4838 40.4506 40.7384 40.3866 41.0936 90.738 56.7443 52.5163 58.1466 57.1447 56.8175 52.4115 52.7634 52.867 54.3233 54.5186 54.2356 54.2328 54.8226 60.6349 61.9187 0.29632 4.91949 5.74988 6.73394 6.63389 6.19417 6.64053 6.5375 6.66713 7.29943 7.19484 8.00357 8.34835 8.36382 8.40217 8.47155 8.68902 8.59782 8.78042 4.25281 3.79881 2.83942 2.55294 1.8826 1.69021 1.37187 1.13498 0.893962 0.342223 0.16497 0.519544 0.705973 0.766237 0.794888 0.939897 0.755111 1.37559 1.39495 1.40776 1.05538 1.66532 1.95415 1.5671 0.821874 2.04281 0.994076 1.01582 0.621798 1.24897 0.857593 0.0775936 0.127518 0.988794 0.552603 1.38981 0.38147 0.380068 1.48212 1.67531 2.22158 3.05296 5.2197 10.5507 1.8895 10.9411 6.3444 6.17803 5.97436 5.56146 5.25291 4.95212 4.99988 4.3394 4.69707 4.24043 4.3845 3.63644 3.7791 3.28938 3.33947 2.88909 2.60969 2.25923 1.70309 0.833572 1.16131 0.0112119 0.337099 0.852043 1.61434 1.56266 2.80986 
198.8 198.8 198.8 198.8 198.8 198.8 198.8 198.8 198.8 198.8 96.56 96.7619 95.7691 94.5132 94.3414 93.6149 92.2882 91.5809 92.4405 89.5001 88.2564 89.0283 88.7705 89.8453 87.7766 87.8511 89.7901 89.4076 89.7603 89.3646 86.8604 86.9314 88.8602 88.9998 86.7569 88.7811 88.3381 89.3078 89.2078 88.8366 88.8705 88.7282 88.8135 88.6761 88.471 88.4201 88.4367 90.2493 88.4433 92.256 81.3962 65.5717 66.0571 66.1229 63.246 63.571 62.5947 62.3826 62.7887 62.9284 61.8548 62.4533 61.7433 60.9723 61.0494 60.7002 60.1401 58.6272 58.6149 59.0544 58.5294 58.9584 58.8784 59.1205 59.3788 59.6371 60.1682 60.8505 61.7495 57.8425 59.0172 93.5516 90.9729 91.8218 92.5747 83.09 91.0939 91.432 87.8631 40.5756 40.5376 40.9609 40.3722 60.4539 52.3543 56.8958 52.828 52.503 52.8465 54.0273 54.3457 54.2215 54.0551 54.4574 56.8811 61.9107 1.42282 2.00668 5.1757 6.49565 6.77701 6.63218 6.71349 6.48069 6.39443 7.19904 7.59088 7.99836 8.56426 8.29514 8.33661 8.5335 5.15188 4.12474 4.45284 3.66615 3.25893 2.90882 2.26189 2.10653 1.5528 1.37753 0.921664 0.887318 0.525019 0.0167454 0.119156 0.919058 1.47217 0.868592 1.85541 1.52619 2.70978 2.57132 2.20408 2.03167 4.16375 2.53833 3.64143 3.16762 3.96269 2.75158 3.08611 2.89473 3.79018 1.29764 1.74463 2.69212 1.36287 0.905219 1.80901 0.354419 0.270848 0.0878533 0.379927 0.404982 0.554101 0.0202532 1.12774 1.99192 3.08051 5.15284 10.6445 2.94163 6.75806 5.1424 5.04127 4.81327 4.75474 4.09928 4.13879 3.70285 3.73223 3.29749 2.89737 2.80748 2.65343 2.38029 2.38624 1.07658 1.65214 0.146168 0.893838 1.17147 1.50811 1.13601 2.95809 3.7375 2.8587 10.0808 
201.3 198.7 198.7 198.7 198.7 198.7 198.7 198.7 198.7 198.7 198.7 198.7 97.5769 97.3645 95.7959 93.1265 93.7572 90.4981 90.9462 90.45 91.6533 89.482 89.0802 89.6665 87.8012 90.0042 89.7452 89.2883 89.3548 89.4029 88.8857 86.7927 88.6206 86.7065 88.7309 86.6074 88.7166 89.1584 88.9912 90.4396 88.8678 88.8181 90.3317 89.9555 88.4686 88.4206 88.4191 90.4734 88.2922 90.6629 76.6813 65.386 66.1878 64.1697 63.3175 64.2677 62.4432 62.2531 62.0399 62.2306 61.6456 61.0904 60.9221 61.1906 60.6501 60.2193 59.8823 59.2045 58.4792 58.7975 58.4104 58.3828 58.6167 58.4153 58.6949 59.1599 59.3636 60.1785 60.3611 60.635 60.5096 57.861 59.2193 79.4524 91.1395 92.2048 84.3751 85.1842 90.565 92.8467 82.3461 40.6697 40.6885 41.0955 52.2203 57.5258 52.3209 52.9834 54.174 53.9769 53.9934 54.0817 55.6291 60.9835 1.0724 0.904683 2.77398 4.90604 6.0761 6.13877 6.68637 6.52312 6.53873 6.43035 7.362 7.88405 7.78907 8.16592 8.24336 8.29387 8.66535 7.7912 4.07535 3.86631 2.94299 2.65243 2.07235 2.00796 1.63763 1.35845 1.02973 0.693684 0.551286 0.117516 0.311474 0.536873 0.969052 1.05572 2.16588 2.11567 2.40179 2.66009 2.78854 2.92682 3.8422 4.63921 3.00266 4.16947 4.41543 5.30863 4.39196 5.47017 2.94691 3.23543 3.12108 3.76815 4.09279 3.66779 3.61713 3.47638 2.54455 1.92157 1.62154 1.39431 2.1007 1.03107 0.555327 0.501917 1.31071 0.0392295 0.731295 1.7098 3.25266 5.30629 10.7532 9.17814 5.40287 4.42368 4.03864 3.90763 3.32325 3.19614 2.93866 2.45735 2.55373 1.97724 2.36397 1.63508 0.911205 0.40112 0.576684 0.161533 1.82741 1.3049 2.07023 3.83803 3.65505 14.2291 2.28307 1.53264 
201.4 201.4 201.4 198.6 198.6 198.6 198.6 198.6 198.6 198.6 198.6 198.6 198.6 198.6 198.6 198.6 198.6 198.6 91.9007 91.1079 89.9712 89.5469 88.9149 89.0086 89.7557 89.7562 89.7451 89.2315 89.0581 89.1072 86.7352 88.7908 88.6434 88.8315 88.8812 89.3724 88.4409 88.4091 88.901 88.8956 88.0927 88.7933 88.6857 88.7357 88.4705 90.6204 88.5721 88.3893 90.3735 65.5746 51.1519 72.581 65.6203 63.4701 63.7415 62.7278 62.6106 62.3829 61.4759 61.5262 61.4057 60.8176 60.711 60.8051 60.7119 60.2612 59.9459 59.7917 59.2933 58.2141 58.519 57.8916 58.3644 58.4133 58.5306 58.1307 58.1459 59.0207 59.3888 60.1101 60.3687 60.6753 55.5465 57.7578 59.0339 82.5375 91.525 92.8564 85.7739 86.0657 92.3306 89.7941 41.2088 40.7313 40.9117 57.6015 52.4987 52.987 54.0119 53.8945 54.434 60.3836 61.6754 1.48692 0.854321 0.144682 4.25838 5.12403 5.85641 6.4564 6.43985 6.24427 6.66819 7.51684 7.30132 7.93302 8.1079 8.17138 8.38706 8.62513 3.97431 4.62494 3.24843 2.69412 1.85885 2.21605 1.63939 1.30754 0.913843 0.961893 0.172803 0.0980105 0.0245116 1.00532 0.797649 1.07197 1.96634 1.63902 2.38216 2.45382 2.81033 3.25185 3.51828 3.46704 3.41721 4.51982 5.7223 5.18723 6.05733 5.67455 5.25867 5.20953 5.16079 5.10781 5.4246 4.78729 5.36369 5.17248 3.99019 5.50683 3.5184 4.48542 2.78518 3.36755 2.8426 1.47152 0.767639 1.05369 0.360251 0.544171 0.327027 1.17074 0.10728 1.88219 3.23065 5.40352 10.7111 10.9935 3.88272 3.09463 3.19118 2.33951 1.85811 1.87783 1.54608 1.40545 1.12362 0.64386 0.676548 0.27087 1.96103 1.87729 2.93626 3.18588 8.95665 9.56042 2.98005 1.71793 1.87228 0.0597425 
201.5 201.5 201.5 201.5 201.5 198.5 198.5 198.5 198.5 198.5 198.5 198.5 198.5 198.5 198.5 198.5 198.5 198.5 198.5 91.9855 92.4215 91.5935 89.0477 90.4627 88.1473 88.1639 89.79 89.2147 89.1846 87.0374 89.063 88.8098 86.7053 86.58 88.2384 89.3716 89.109 88.7202 88.8693 88.041 88.6522 88.6383 89.9048 88.5103 89.8385 88.3689 90.4219 88.3924 72.7307 69.6006 73.8329 66.0681 64.064 63.6921 63.0028 63.2915 62.2032 62.1315 61.9651 61.3227 60.9055 60.8985 60.3724 60.0434 61.0477 60.2624 59.4744 59.3986 59.4796 59.0141 58.4486 57.7788 57.6013 58.0759 57.9945 57.8886 58.2978 58.0611 58.2417 58.8598 59.3468 59.942 60.028 59.9128 56.7265 58.0097 59.9833 87.5344 92.1906 93.0553 86.1018 87.1706 88.782 89.5033 40.9808 57.288 52.1394 53.4282 53.826 54.2587 58.3436 1.71893 1.66802 1.49174 1.52376 1.98647 5.75565 6.50311 6.47298 6.18061 6.19438 7.04223 7.22279 7.69481 8.00967 8.23893 8.28774 8.51307 6.14658 3.8596 4.05243 2.71355 2.44266 1.80638 1.7018 1.39051 0.889639 0.880186 0.438756 0.122993 0.133501 0.449372 1.11496 0.760726 2.00826 1.96603 2.26482 2.86011 2.14934 3.35131 4.0427 4.18095 4.36458 3.73525 5.54833 5.91517 6.15473 6.12254 6.73183 9.57848 6.83104 5.24226 0.644151 11.0159 5.75738 5.27197 5.36436 1.36713 8.64181 5.5227 4.76072 5.53685 4.9211 5.43831 4.56082 3.51955 4.23433 2.19551 1.90204 1.52173 2.118 1.26081 1.70127 0.993967 0.0653009 1.85688 3.32909 5.59604 10.7662 5.50174 2.69835 1.28397 1.3313 0.777127 0.794222 0.184697 0.58843 0.460475 0.900253 2.64473 3.52183 3.57335 14.0769 1.83947 1.78198 1.99503 1.50088 0.252508 2.40309 0.258772 
201.6 201.6 201.6 201.6 201.6 201.6 201.6 198.4 198.4 198.4 198.4 198.4 198.4 198.4 198.4 198.4 198.4 198.4 198.4 198.4 198.4 93.0786 90.0687 91.0597 89.1353 88.053 87.9936 89.5548 89.3514 86.8314 88.8582 88.8697 86.938 86.7535 88.7489 88.3908 89.0252 88.7535 88.6154 88.665 88.4597 88.6361 88.8093 88.6274 89.8385 90.1492 91.076 88.9038 72.7299 60.7792 82.0863 64.4425 64.1176 63.1625 62.7375 61.7989 61.4447 61.4262 61.6161 61.6569 60.8501 60.019 59.994 60.5697 59.6424 59.8761 59.2282 59.2781 59.0826 58.9382 58.4099 57.6974 57.5478 57.6495 57.4586 57.6668 57.8335 57.7988 57.8159 58.2449 58.1464 58.7163 58.9598 59.7542 60.0936 55.198 56.3942 58.3839 60.8432 89.2291 89.6254 87.365 81.7465 87.8502 91.6044 88.9148 52.4834 54.1173 53.933 56.2752 59.3148 61.6866 61.6787 0.804795 4.15757 5.80319 6.54591 6.32599 6.05484 5.70172 6.56862 7.69863 8.26977 8.31865 7.87722 8.40752 6.04671 4.1039 3.43386 2.69302 2.47949 1.91149 1.75791 1.37883 0.985398 0.761875 0.289048 0.49646 0.110043 0.0594869 0.49984 1.27091 1.16918 1.06519 2.70169 2.53182 2.6033 3.12765 3.91946 3.66836 3.68574 5.48409 5.65945 5.60931 7.00953 6.20471 5.82297 0.972803 11.7182 1.23264 7.2224 1.05369 7.40965 5.25343 9.32901 10.4306 9.3498 7.74486 7.70907 2.08953 8.0313 12.3935 8.92861 8.28799 5.31739 0.353681 4.23668 4.18456 3.1186 3.44148 2.96168 2.27158 2.2846 1.23848 1.98598 1.13785 0.091485 1.197 3.04935 5.49349 11.1508 3.7037 1.06017 0.777938 0.48375 1.29483 1.9312 2.62996 3.39238 3.08774 9.15724 3.49661 0.0798116 2.47596 0.457277 1.89674 1.95634 0.164556 2.47325 0.523108 
201.7 201.7 201.7 201.7 201.7 201.7 201.7 201.7 201.7 198.3 198.3 198.3 198.3 198.3 198.3 198.3 198.3 198.3 198.3 198.3 198.3 198.3 198.3 91.0281 89.7521 89.1797 87.9234 87.8307 89.6655 89.1509 89.0168 88.5984 86.6565 89.2482 88.2574 86.5795 88.187 89.0957 88.1766 88.7186 88.5884 88.7931 89.9061 88.3203 90.4825 90.1505 88.4384 90.2421 69.4286 65.8879 71.1573 65.0877 64.7635 62.9516 62.3429 62.1523 61.5083 62.2518 61.2721 61.3204 60.0122 60.2918 60.5506 59.9899 59.3727 59.5766 59.4731 59.4296 59.0785 58.9551 58.448 57.8997 57.5185 57.2591 57.3096 57.1826 57.0722 57.291 57.0333 57.3901 57.6099 57.9988 58.2379 58.3777 59.148 59.2679 59.1616 54.1038 56.7615 58.4847 63.3273 89.3294 90.2412 89.5813 81.8528 86.2926 52.4856 53.815 55.9419 59.0583 57.5261 61.6918 2.59699 4.92457 6.11438 6.33168 6.02926 6.04313 6.28568 7.04651 7.36351 7.58025 7.91312 7.99392 8.17937 5.99803 3.83425 3.70427 2.62836 2.51747 1.85325 1.62377 1.24061 1.12072 0.523552 0.744354 0.295259 0.30056 0.0421538 0.202137 1.34907 1.21709 1.76964 2.63159 2.36813 2.10423 3.74179 3.69167 4.56146 3.87121 4.89218 4.84176 5.16454 6.28747 6.5311 5.91555 11.2836 11.521 5.98583 0.878302 6.41291 11.1061 7.61965 0.59327 8.69728 1.3566 6.70881 4.62621 3.73024 7.39481 9.01316 7.0434 3.86062 2.39083 3.04805 9.17246 9.17781 6.40791 0.205478 4.72213 5.08694 3.98703 3.93606 2.39163 2.11998 1.28726 2.43089 1.97019 0.820825 1.10079 3.32169 5.59508 10.7005 2.56767 0.68715 2.24021 3.2352 3.9606 1.07199 3.93751 3.81139 4.13751 1.07726 0.985544 1.7675 0.827845 2.10693 2.20539 0.379836 2.08813 
201.8 201.8 201.8 201.8 201.8 201.8 201.8 201.8 201.8 201.8 201.8 198.2 198.2 198.2 198.2 198.2 198.2 198.2 198.2 198.2 198.2 198.2 198.2 198.2 89.6953 90.3173 89.0461 87.9515 89.699 89.3657 86.8126 88.7727 86.6512 88.7008 88.3307 88.3904 88.7405 88.7897 88.7697 88.602 88.7125 88.971 89.9053 88.3413 89.8386 88.389 91.0762 88.2439 91.8853 66.0381 65.1077 66.1371 64.0643 62.6725 62.4113 61.4663 61.5089 61.7044 61.3084 60.8555 60.6559 59.6756 59.6822 59.4521 59.1599 59.4215 59.3796 59.237 58.8895 58.938 58.3623 58.4004 57.811 57.5996 56.5516 56.7903 56.9329 57.2362 57.1377 56.9907 57.2395 57.3224 57.7096 57.5737 58.0911 58.2846 58.6497 59.2598 58.1586 54.2026 56.6457 58.8465 64.6763 86.8006 93.3062 78.7274 52.6488 53.9357 55.0656 55.1749 61.2521 1.18218 5.37593 5.70044 6.10509 6.04025 5.63377 6.27161 7.10135 7.31619 7.6251 7.85756 7.92176 7.99898 8.37497 4.10292 2.70045 2.59569 1.94409 1.88797 1.3394 1.6239 1.06995 0.730506 0.692323 0.397283 0.220267 0.176861 0.251742 0.176252 1.40657 0.96156 2.16628 2.20467 1.94495 2.29836 2.60248 3.76769 3.71842 4.09161 5.53485 6.46895 6.06397 5.1298 11.4294 11.4031 0.71733 8.43999 11.3283 6.26323 5.6736 11.1633 5.33884 9.2737 7.47055 8.09675 3.8717 7.5207 4.48917 9.20592 9.31352 3.10497 2.79993 8.48758 3.52009 3.4255 10.5699 8.0814 4.90916 8.57847 4.98953 10.1067 4.57225 4.80701 4.05959 3.41326 2.66188 2.61455 3.70825 1.93591 0.720546 1.76303 3.4211 5.70172 11.2616 0.184354 4.21749 12.9468 10.9305 0.324393 0.579328 1.29649 1.43912 1.46259 1.74266 1.95311 0.517453 0.628983 2.04274 0.523574 
201.9 201.9 201.9 201.9 201.9 201.9 201.9 201.9 201.9 201.9 201.9 201.9 201.9 198.1 198.1 198.1 198.1 198.1 198.1 198.1 198.1 198.1 198.1 198.1 198.1 90.7073 88.9702 88.9313 89.8614 89.6198 89.1556 88.697 86.6521 88.3992 88.0714 89.1875 88.891 90.3246 88.7678 88.6303 88.5859 88.5759 89.9051 88.3398 88.0931 88.2204 88.1933 72.3809 77.3501 65.969 65.3368 65.0866 64.063 62.6876 62.4102 61.8162 61.6554 61.2529 61.3056 60.6033 59.9686 59.7352 59.6104 59.4516 59.5266 59.1056 59.1037 58.8142 58.9075 58.5414 58.3337 58.0921 58.1405 57.7951 57.0863 56.7916 56.2649 56.3162 56.3199 55.6956 56.1881 56.6517 56.0504 56.5694 56.7378 57.5341 58.2471 58.2424 58.8979 58.8023 51.8441 51.8841 56.548 61.0915 67.72 86.1842 53.726 55.0747 55.4286 59.0002 0.654439 5.32595 5.85182 6.23063 5.931 5.9776 5.93409 7.16347 7.74703 8.12113 7.82014 8.03517 8.08285 3.68266 3.48319 3.28581 2.2799 2.03882 1.75341 1.60687 1.14038 1.03362 0.823107 0.68056 0.344469 0.202691 0.137857 0.662114 1.66225 1.00147 1.34689 1.21632 1.30517 2.75332 3.18666 3.28738 3.74506 4.19159 4.1429 5.00751 6.02234 1.19266 6.02403 6.96018 1.32336 0.78979 6.13741 11.2771 11.4523 4.90333 5.01483 5.47679 4.48557 7.33227 4.395 7.23631 4.06804 3.97015 3.5325 6.30985 4.15476 5.70158 3.01574 3.0683 5.52771 6.48733 5.13609 2.42374 2.09822 2.73315 7.16216 11.0184 11.2415 0.0391375 4.42091 10.9292 4.32371 2.66746 4.55788 2.93986 3.53415 2.46913 0.543944 1.65261 3.73019 6.39753 3.53776 3.40826 0.223913 1.28082 0.579351 1.03476 0.896739 0.98536 1.73849 1.97198 1.99059 2.21851 2.40456 2.56263 
