0.999756 0.999756 0.999756 0.999756 0.999756 0.999756 0.999756 
0.999756 0.999756 0.999756 0.999756 0.999756 0.999756 0.999756 
0.999756 0.999756 0.999756 0.999756 0.999756 0.999756 0.999756 
0.999746 0.999704 0.999756 0.999757 0.999743 0.999756 0.99982 
0.999857 0.999911 0.999756 0.999741 0.999775 0.999819 0.9999 
1 0.980191 0.999756 0.999718 0.999712 0.207601 1 
1 1 0.999756 0.999739 0.999143 1 1 
1 0.980075 0.999756 0.999729 0.999756 0.920428 1 
1 0.980004 0.999756 0.99973 0.999758 1 1 
1 0.762093 0.999756 0.99969 0.99972 1 0.999978 
0.279037 0.999748 0.999756 0.999711 0.999143 1 0.621418 
0.996686 0.999875 0.999756 0.999761 0.999143 0.97353 0.999981 
0.996447 0.999271 0.999756 0.99974 0.999681 0.974599 0.979142 
0.989367 0.999208 0.999756 0.9997 0.999751 0.999434 0.999919 
0.999837 0.999756 0.999756 0.999795 0.999763 0.999356 0.9994 
