-0.45003,-0.442,-0.96083
-0.23132,0.036013,-0.71341
-0.040574,0.45331,-0.48919
0.10457,0.76248,-0.30756
0.19371,0.93315,-0.18062
0.22489,0.95657,-0.11165
0.20428,0.84631,-0.095197
0.14447,0.63504,-0.11868
0.061895,0.3684,-0.16509
-0.026141,0.096953,-0.21626
-0.10424,-0.13206,-0.2561
-0.16108,-0.28187,-0.27321
-0.19065,-0.3312,-0.26246
-0.19261,-0.27651,-0.22538
-0.17177,-0.13133,-0.16932
-0.13683,0.077038,-0.10576
-0.098821,0.31258,-0.047925
-0.069241,0.53666,-0.0082633
-0.058248,0.71395,0.0038151
-0.07301,0.81742,-0.016315
-0.11639,0.83153,-0.067557
-0.18608,0.75351,-0.14301
-0.27435,0.59254,-0.23072
-0.36844,0.36746,-0.3151
-0.45184,0.1034,-0.37885
-0.50615,-0.17192,-0.4052
-0.51364,-0.43165,-0.38024
-0.45997,-0.65255,-0.29502
-0.33696,-0.81681,-0.14731
-0.1447,-0.91279,0.05739
0.10726,-0.93499,0.30567
0.40002,-0.88347,0.57712
0.70683,-0.76292,0.84625
0.99597,-0.58191,1.0853
1.2347,-0.35232,1.2675
1.3937,-0.08914,1.3708
1.4512,0.18967,1.3806
1.3969,0.46339,1.2925
1.2335,0.70927,1.1129
0.97731,0.90386,0.85875
0.65642,1.0251,0.55582
0.3073,1.055,0.2354
-0.029937,0.98261,-0.069649
-0.3169,0.80666,-0.32925
-0.5221,0.53743,-0.52014
-0.62514,0.19717,-0.62894
-0.61937,-0.18131,-0.65381
-0.51258,-0.55795,-0.60442
-0.3258,-0.89017,-0.50014
-0.090349,-1.1387,-0.36688
0.1564,-1.273,-0.23296
0.37601,-1.276,-0.12469
0.53392,-1.1467,-0.062453
0.60396,-0.90025,-0.057733
0.57162,-0.56594,-0.11175
0.43585,-0.18305,-0.21572
0.20906,0.20474,-0.35272
-0.084602,0.55534,-0.50078
-0.41243,0.83387,-0.63674
-0.73748,1.017,-0.74012
-1.0233,1.0956,-0.79643
-1.2383,1.0751,-0.79943
-1.3601,0.97361,-0.75199
-1.3776,0.81896,-0.66533
-1.2919,0.64364,-0.55705
-1.1162,0.47992,-0.44802
-0.8733,0.35515,-0.35882
-0.59245,0.28799,-0.30625
-0.30564,0.28623,-0.30042
-0.043785,0.34621,-0.34305
0.16676,0.45401,-0.42711
0.3068,0.58802,-0.53795
0.36608,0.72247,-0.65556
0.34388,0.83145,-0.75775
0.2487,0.89278,-0.82353
0.097026,0.89121,-0.83629
-0.08875,0.8206,-0.78619
-0.28292,0.68462,-0.67159
-0.4594,0.49617,-0.49938
-0.5947,0.27536,-0.28408
-0.6706,0.04649,-0.046136
-0.67616,-0.16552,0.19063
-0.60893,-0.33876,0.40186
-0.47487,-0.45732,0.56559
-0.28727,-0.51331,0.66504
-0.064576,-0.50755,0.69073
0.17246,-0.44888,0.6418
0.40376,-0.35225,0.52637
0.6126,-0.23586,0.36064
0.78751,-0.118,0.16707
0.923,-0.013905,-0.028343
1.0192,0.066773,-0.19936
1.0807,0.12148,-0.32279
1.1142,0.15498,-0.38153
1.1269,0.17821,-0.36684
1.1249,0.20588,-0.27942
1.1119,0.25315,-0.12936
1.0894,0.33219,0.065291
1.0573,0.44896,0.28106
1.0149,0.6011,0.49226
0.962,0.77735,0.67461
0.89971,0.95861,0.80844
0.83087,1.1206,0.88143
0.75954,1.2378,0.89003
0.69005,1.2875,0.83977
0.62577,1.2541,0.74408
0.56783,1.1317,0.62205
0.51445,0.92564,0.49549
0.46087,0.65191,0.3856
0.40009,0.33531,0.30999
0.32429,0.0059147,0.28022
0.22654,-0.30489,0.30037
0.10243,-0.56847,0.36665
-0.048759,-0.76236,0.46807
-0.22351,-0.87259,0.58803
-0.41437,-0.89478,0.70661
-0.61095,-0.83379,0.80319
-0.80138,-0.70235,0.85905
-0.97399,-0.51889,0.85977
-1.1189,-0.30496,0.7969
-1.229,-0.082789,0.669
-1.3009,0.127,0.48169
-1.3348,0.30703,0.24702
-1.3339,0.44437,-0.018
-1.3037,0.53102,-0.29323
