0.19891,0.4324,0.42468
-0.0083305,0.16503,-0.025692
-0.018393,0.019848,-0.22175
0.079733,-0.032162,-0.23451
0.18076,-0.034987,-0.16854
0.21512,-0.025108,-0.1068
0.17288,-0.019447,-0.080566
0.091744,-0.017146,-0.075369
0.022802,-0.010218,-0.06082
-0.0025345,0.0056532,-0.020967
0.013766,0.026697,0.03382
0.045403,0.044008,0.077008
0.063142,0.050038,0.086926
0.05326,0.043411,0.062319
0.022558,0.029084,0.022237
-0.010541,0.014472,-0.0081478
-0.030889,0.004736,-0.01498
-0.037159,0.00057217,-0.0044346
-0.041586,-0.00022222,0.0027238
-0.05968,0.0011912,-0.013336
-0.096783,0.007863,-0.056176
-0.14022,0.026612,-0.10776
-0.16256,0.063298,-0.13671
-0.13539,0.1161,-0.11579
-0.046721,0.17118,-0.039174
0.087016,0.20509,0.069661
0.22171,0.19531,0.16413
0.30016,0.1357,0.19252
0.27524,0.049637,0.12032
0.13208,-0.0083047,-0.052385
-0.10029,0.032787,-0.2858
-0.35341,0.23086,-0.50986
-0.53926,0.59815,-0.64562
-0.57956,1.0809,-0.63153
-0.43501,1.565,-0.44657
-0.12423,1.9104,-0.12219
0.27525,2.0036,0.26186
0.64731,1.8055,0.59894
0.87489,1.3728,0.78934
0.88335,0.83927,0.77619
0.67289,0.36485,0.56977
0.3242,0.072338,0.24835
-0.029417,0.0020851,-0.068438
-0.25563,0.10434,-0.2656
-0.28059,0.27157,-0.27954
-0.12326,0.39318,-0.12401
0.1123,0.40495,0.11854
0.28599,0.30981,0.33723
0.29002,0.16294,0.44521
0.10288,0.033147,0.41776
-0.1991,-0.036436,0.29656
-0.4798,-0.046886,0.15912
-0.61226,-0.033345,0.071616
-0.54372,-0.034869,0.051974
-0.3235,-0.063881,0.063245
-0.079783,-0.094024,0.039488
0.042802,-0.073738,-0.072214
-0.046983,0.042367,-0.2781
-0.34392,0.26261,-0.53096
-0.75004,0.54582,-0.75272
-1.1211,0.81495,-0.87259
-1.3313,0.98997,-0.85944
-1.3242,1.0228,-0.73214
-1.1282,0.91653,-0.54488
-0.83151,0.71964,-0.35853
-0.5357,0.50008,-0.21501
-0.31016,0.31336,-0.12744
-0.17062,0.18144,-0.088199
-0.087483,0.091821,-0.085988
-0.015159,0.01502,-0.11877
0.075709,-0.071224,-0.19391
0.18041,-0.16505,-0.31632
0.26448,-0.23999,-0.47362
0.28592,-0.26057,-0.63003
0.22203,-0.20481,-0.73523
0.086471,-0.081142,-0.74532
-0.072828,0.069774,-0.64514
-0.19369,0.19,-0.45978
-0.22794,0.22941,-0.24777
-0.16376,0.16895,-0.078225
-0.031176,0.030939,-0.0021449
0.11192,-0.1289,-0.031554
0.20628,-0.2447,-0.13613
0.21717,-0.26858,-0.25865
0.14746,-0.19105,-0.34137
0.032775,-0.044604,-0.35058
-0.077415,0.11069,-0.28809
-0.14222,0.21253,-0.18541
-0.14449,0.22093,-0.08506
-0.092926,0.13157,-0.019715
-0.012835,-0.026161,0.00039412
0.068058,-0.20319,-0.013312
0.13128,-0.34883,-0.039211
0.17268,-0.4251,-0.059129
0.20083,-0.4134,-0.065375
0.23159,-0.31432,-0.057525
0.28148,-0.14383,-0.032748
0.36189,0.071128,0.021689
0.47469,0.29717,0.12618
0.61007,0.49961,0.2959
0.74781,0.64897,0.52441
0.86247,0.72737,0.77498
0.93109,0.73235,0.98774
0.94015,0.67601,1.1017
0.88847,0.57949,1.0812
0.7848,0.46562,0.93318
0.64264,0.35322,0.70401
0.4762,0.25491,0.45865
0.30044,0.17771,0.25138
0.13415,0.12402,0.10394
0.0019181,0.090873,0.0016574
-0.069071,0.068048,-0.091581
-0.058228,0.037556,-0.20843
0.037172,-0.022823,-0.35684
0.19503,-0.13143,-0.51311
0.37077,-0.2928,-0.63226
0.5094,-0.4907,-0.66969
0.56285,-0.68842,-0.60335
0.50539,-0.8374,-0.44612
0.34121,-0.89161,-0.24303
0.10175,-0.82217,-0.055386
-0.16521,-0.62663,0.061173
-0.40983,-0.32972,0.075843
-0.59277,0.024012,-0.0079989
-0.69228,0.38228,-0.15571
-0.70512,0.69711,-0.31444
-0.64267,0.93315,-0.43084
-0.52502,1.0708,-0.46722
-0.37545,1.1053,-0.4113
-0.21688,1.0434,-0.27752
-0.070139,0.90121,-0.10092
0.046803,0.7027,0.073767
