0.000000000000000000e+00 0.000000000000000000e+00 6.474488261052625537e-01
0.000000000000000000e+00 1.000000000000000000e+00 5.275024664384381223e-01
1.000000000000000000e+00 0.000000000000000000e+00 5.275024664384381223e-01
0.000000000000000000e+00 2.000000000000000000e+00 5.447734335295763286e-02
2.000000000000000000e+00 0.000000000000000000e+00 5.447734335295763286e-02
0.000000000000000000e+00 3.000000000000000000e+00 3.237715772834227068e-01
3.000000000000000000e+00 0.000000000000000000e+00 3.237715772834227068e-01
0.000000000000000000e+00 4.000000000000000000e+00 1.228986816124316844e-01
4.000000000000000000e+00 0.000000000000000000e+00 1.228986816124316844e-01
0.000000000000000000e+00 5.000000000000000000e+00 1.778686306002032896e-02
5.000000000000000000e+00 0.000000000000000000e+00 1.778686306002032896e-02
0.000000000000000000e+00 6.000000000000000000e+00 2.801374624643984679e-02
6.000000000000000000e+00 0.000000000000000000e+00 2.801374624643984679e-02
0.000000000000000000e+00 7.000000000000000000e+00 3.176227983581465190e-03
7.000000000000000000e+00 0.000000000000000000e+00 3.176227983581465190e-03
0.000000000000000000e+00 8.000000000000000000e+00 3.209057365665875239e-02
8.000000000000000000e+00 0.000000000000000000e+00 3.209057365665875239e-02
0.000000000000000000e+00 9.000000000000000000e+00 4.106490000873531249e-02
9.000000000000000000e+00 0.000000000000000000e+00 4.106490000873531249e-02
0.000000000000000000e+00 1.000000000000000000e+01 1.104626073952101883e-01
1.000000000000000000e+01 0.000000000000000000e+00 1.104626073952101883e-01
0.000000000000000000e+00 1.100000000000000000e+01 7.277409362027800754e-02
1.100000000000000000e+01 0.000000000000000000e+00 7.277409362027800754e-02
0.000000000000000000e+00 1.200000000000000000e+01 4.279483014951646624e-01
1.200000000000000000e+01 0.000000000000000000e+00 4.279483014951646624e-01
0.000000000000000000e+00 1.300000000000000000e+01 5.082726517310415248e-01
1.300000000000000000e+01 0.000000000000000000e+00 5.082726517310415248e-01
0.000000000000000000e+00 1.400000000000000000e+01 6.112898891527065448e-01
