-0.17871,-0.24005,-0.43881,-0.64336,-0.33278,-0.39232,-0.63238,-0.31519,-0.68797,-0.47713
-0.091857,0.019559,-0.32581,-0.51972,-0.1344,-0.14787,-0.36584,-0.25907,-0.52045,-0.40118
-0.016112,0.2462,-0.22341,-0.39994,0.041687,0.066423,-0.12665,-0.2088,-0.36266,-0.32971
0.041525,0.41411,-0.14046,-0.28868,0.17991,0.22855,0.06425,-0.16763,-0.21933,-0.26559
0.076923,0.5068,-0.082487,-0.18955,0.26988,0.3236,0.19275,-0.13699,-0.094254,-0.21064
0.089305,0.51952,-0.050989,-0.10477,0.30746,0.34547,0.25317,-0.1163,0.0096746,-0.16555
0.081119,0.45964,-0.043476,-0.035151,0.29481,0.29726,0.24841,-0.10323,0.090463,-0.13009
0.057368,0.3449,-0.054203,0.019682,0.23956,0.19032,0.18889,-0.094257,0.14711,-0.10333
0.024578,0.20008,-0.075397,0.06098,0.15322,0.042307,0.090466,-0.085436,0.1797,-0.083978
-0.010381,0.052656,-0.098765,0.090471,0.049351,-0.12553,-0.028243,-0.073256,0.18952,-0.070589
-0.041395,-0.071722,-0.11696,0.11002,-0.058279,-0.29116,-0.14849,-0.055351,0.17903,-0.061763
-0.063965,-0.15308,-0.12477,0.12139,-0.15723,-0.43452,-0.25376,-0.030992,0.1518,-0.056257
-0.075707,-0.17988,-0.11987,0.12612,-0.23752,-0.53971,-0.33152,-0.0012714,0.11223,-0.053068
-0.076487,-0.15018,-0.10293,0.12554,-0.29225,-0.5965,-0.37414,0.031056,0.065282,-0.05149
-0.068209,-0.071325,-0.077329,0.1208,-0.31787,-0.60109,-0.37924,0.062019,0.015994,-0.051196
-0.054335,0.04184,-0.048302,0.11301,-0.31405,-0.55605,-0.34925,0.087099,-0.030929,-0.052308
-0.039242,0.16977,-0.021887,0.10336,-0.2834,-0.46955,-0.29058,0.10199,-0.07157,-0.055439
-0.027496,0.29146,-0.0037739,0.093162,-0.23095,-0.35402,-0.21242,0.10334,-0.10318,-0.061649
-0.02313,0.38775,0.0017424,0.083865,-0.16357,-0.22445,-0.12546,0.0894,-0.12439,-0.072275
-0.028992,0.44395,-0.007451,0.076936,-0.0892,-0.09635,-0.040541,0.060364,-0.1353,-0.088611
-0.046219,0.45161,-0.030853,0.073644,-0.016021,0.016144,0.032612,0.018541,-0.13726,-0.11145
-0.073894,0.40924,-0.065314,0.074749,0.048461,0.10209,0.086439,-0.031811,-0.13245,-0.14053
-0.10894,0.32181,-0.10537,0.080174,0.098311,0.15511,0.11637,-0.084869,-0.12326,-0.17406
-0.14631,0.19957,-0.14391,0.088731,0.12992,0.17413,0.12131,-0.13384,-0.11159,-0.2083
-0.17943,0.056159,-0.17302,0.098008,0.14251,0.16353,0.10379,-0.17166,-0.098211,-0.23761
-0.20099,-0.093369,-0.18506,0.1045,0.13822,0.13241,0.069599,-0.19184,-0.082462,-0.25471
-0.20397,-0.23443,-0.17366,0.10399,0.12178,0.093245,0.027087,-0.18918,-0.062294,-0.25158
-0.18265,-0.35441,-0.13474,0.092178,0.099746,0.059948,-0.013949,-0.16052,-0.034842,-0.22063
-0.13381,-0.44362,-0.067275,0.065492,0.079435,0.045633,-0.04363,-0.10531,0.0026173,-0.1561
-0.057462,-0.49574,0.02621,0.021847,0.067652,0.060414,-0.053427,-0.025854,0.051496,-0.055546
0.042594,-0.5078,0.1396,-0.038695,0.069516,0.10956,-0.03746,0.07263,0.11082,0.07913
0.15885,-0.47982,0.26357,-0.11359,0.087525,0.19231,0.0065458,0.18239,0.17657,0.2411
0.28068,-0.41435,0.38648,-0.19784,0.12107,0.30164,0.076826,0.29383,0.24159,0.41881
0.3955,-0.31604,0.49565,-0.28452,0.16649,0.42497,0.16773,0.39652,0.29642,0.59703
0.4903,-0.19135,0.57887,-0.36554,0.21766,0.54588,0.27046,0.48046,0.33071,0.75857
0.55342,-0.048413,0.62604,-0.43286,0.267,0.64648,0.37429,0.53734,0.33523,0.88655
0.57628,0.10301,0.63054,-0.47959,0.30681,0.71017,0.46805,0.56172,0.30408,0.96687
0.55471,0.25167,0.5903,-0.50105,0.33053,0.7243,0.54168,0.5519,0.23645,0.99031
0.48983,0.38521,0.50826,-0.49549,0.33387,0.6824,0.5875,0.51024,0.13785,0.95413
0.38809,0.49089,0.39219,-0.46434,0.31559,0.58542,0.60118,0.44296,0.020118,0.86267
0.26066,0.55674,0.25384,-0.4119,0.27768,0.44203,0.58211,0.35929,-0.099585,0.72679
0.12203,0.57299,0.10751,-0.34459,0.22506,0.26762,0.53323,0.27014,-0.20102,0.56238
-0.011888,0.53367,-0.031809,-0.26979,0.16485,0.082338,0.46032,0.18646,-0.26386,0.38796
-0.12584,0.4381,-0.15037,-0.19448,0.10516,-0.091643,0.37098,0.11755,-0.2711,0.22183
-0.20733,0.29188,-0.23755,-0.12412,0.053898,-0.23328,0.27342,0.06957,-0.21226,0.079336
-0.24825,0.10709,-0.28724,-0.06174,0.017515,-0.32566,0.17531,0.044604,-0.085715,-0.029357
-0.24595,-0.098473,-0.29859,-0.0076662,6.5304e-05,-0.35841,0.082882,0.040327,0.10009,-0.10057
-0.20355,-0.30303,-0.27604,0.040212,0.0026109,-0.32924,0.00031699,0.050488,0.32708,-0.13724
-0.12937,-0.48346,-0.22841,0.085663,0.023079,-0.24431,-0.070416,0.066028,0.56948,-0.14792
-0.035878,-0.61843,-0.16755,0.13299,0.056576,-0.11734,-0.12941,0.0767,0.79698,-0.14487
0.062108,-0.69138,-0.10639,0.18587,0.096112,0.032265,-0.17837,0.072896,0.97882,-0.14158
0.14931,-0.69303,-0.056948,0.24631,0.13366,0.18219,-0.2199,0.047367,1.088,-0.15023
0.21202,-0.6228,-0.028522,0.31402,0.16136,0.31035,-0.25679,-0.0034476,1.1052,-0.17946
0.23983,-0.48893,-0.026367,0.38622,0.17277,0.39794,-0.29123,-0.078721,1.0216,-0.23292
0.22699,-0.30737,-0.051037,0.45794,0.16392,0.43199,-0.32431,-0.17327,0.84035,-0.30869
0.17308,-0.099416,-0.098521,0.52272,0.13396,0.40701,-0.35564,-0.27829,0.57642,-0.39971
0.083017,0.11119,-0.16109,0.5735,0.085409,0.32548,-0.38342,-0.38268,0.25508,-0.49505
