0.19891,0.4324,0.42468,0.58036,0.57,1.2391,0.30149,0.29611,0.64369,0.86394,0.3042,0.29877,0.64948,0.87171,0.45284,0.8701,0.85457,1.8577,2.4934,1.2953,1.3069,0.39384,0.38681,0.84086,1.1286,0.58628,0.59156,1.692,0.58219,0.5718,1.243,1.6683,0.86667,0.87447,2.5012,1.1321,0.52845,0.51902,1.1283,1.5143,0.78667,0.79374,2.2703,1.0276,1.5191
-0.0083305,0.16503,-0.025692,0.24098,-0.037517,0.74321,0.062585,-0.0097435,0.19302,0.28186,0.058935,-0.0091752,0.18176,0.26542,0.068931,0.25874,-0.040281,0.79797,1.1652,0.30262,0.28497,0.16639,-0.025904,0.51316,0.74935,0.19461,0.18326,0.80456,0.22638,-0.035244,0.69819,1.0195,0.26478,0.24934,1.0947,0.70395,0.22839,-0.035557,0.70438,1.0286,0.26713,0.25155,1.1044,0.71019,0.96627
-0.018393,0.019848,-0.22175,0.032527,-0.3634,0.39216,-0.0034051,0.038043,-0.041054,-0.067277,-0.0046435,0.05188,-0.055985,-0.091746,0.0096045,0.015711,-0.17554,0.18943,0.31043,-0.032497,-0.044317,0.023522,-0.2628,0.2836,0.46475,-0.048653,-0.066349,0.22449,0.02767,-0.30914,0.33361,0.5467,-0.057232,-0.078047,0.26407,0.39536,0.032923,-0.36783,0.39694,0.65049,-0.068097,-0.092865,0.31421,0.47042,0.55336
0.079733,-0.032162,-0.23451,-0.060511,-0.44121,0.17797,0.037875,0.27616,-0.11139,-0.20958,0.041179,0.30025,-0.12111,-0.22787,0.14263,0.020542,0.14978,-0.060415,-0.11367,0.071147,0.077354,-0.048671,-0.35488,0.14315,0.26933,-0.16858,-0.18328,-0.091428,-0.043129,-0.31448,0.12685,0.23866,-0.14938,-0.16241,-0.081018,0.19196,-0.068352,-0.49839,0.20103,0.37823,-0.23674,-0.25739,-0.1284,0.30423,0.26959
0.18076,-0.034987,-0.16854,-0.073601,-0.35455,0.068626,0.10525,0.50699,-0.098132,-0.20643,0.108,0.52027,-0.1007,-0.21184,0.30292,0.11416,0.54993,-0.10644,-0.22392,0.32019,0.32858,-0.073678,-0.35492,0.068698,0.14452,-0.20665,-0.21206,-0.22415,-0.034333,-0.16539,0.032012,0.067342,-0.096296,-0.098818,-0.10445,0.067412,-0.10042,-0.48374,0.093632,0.19697,-0.28165,-0.28903,-0.30551,0.19717,0.09188
0.21512,-0.025108,-0.1068,-0.047228,-0.20088,0.023446,0.1392,0.59208,-0.069104,-0.12998,0.13386,0.56938,-0.066455,-0.125,0.36842,0.17407,0.74042,-0.086417,-0.16255,0.47909,0.46073,-0.072619,-0.30888,0.036051,0.067812,-0.19987,-0.1922,-0.24994,0.0040913,0.017402,-0.0020311,-0.0038205,0.01126,0.010829,0.014081,-0.0058744,-0.091628,-0.38974,0.045488,0.085563,-0.25218,-0.24251,-0.31537,0.13156,-0.0074121
0.17288,-0.019447,-0.080566,-0.014393,-0.059631,0.0067076,0.12124,0.50228,-0.056499,-0.041818,0.10462,0.43345,-0.048756,-0.036087,0.30397,0.15514,0.64275,-0.0723,-0.053512,0.45075,0.38897,-0.058551,-0.24257,0.027286,0.020195,-0.17011,-0.1468,-0.21768,0.034749,0.14396,-0.016194,-0.011986,0.10096,0.087123,0.12919,-0.048757,-0.065399,-0.27094,0.030477,0.022558,-0.19001,-0.16397,-0.24315,0.091763,-0.05446
0.091744,-0.017146,-0.075369,0.0056995,0.025054,-0.0046822,0.069672,0.30626,-0.057237,0.019026,0.047374,0.20825,-0.038919,0.012937,0.15815,0.083433,0.36675,-0.068542,0.022784,0.27852,0.18938,-0.037808,-0.16619,0.03106,-0.010325,-0.12621,-0.085819,-0.15114,0.039963,0.17567,-0.032831,0.010913,0.13341,0.090711,0.15976,-0.072394,-0.036738,-0.16149,0.030181,-0.010033,-0.12264,-0.08339,-0.14686,0.066551,-0.070345
0.022802,-0.010218,-0.06082,0.0075656,0.045031,-0.02018,0.019092,0.11364,-0.050923,0.037703,0.0045117,0.026854,-0.012034,0.0089099,0.022484,0.017119,0.1019,-0.045662,0.033808,0.085315,0.020161,-0.014682,-0.087391,0.039162,-0.028996,-0.07317,-0.017291,-0.065611,0.020915,0.12449,-0.055786,0.041304,0.10423,0.024631,0.093463,-0.080158,-0.012792,-0.07614,0.03412,-0.025262,-0.06375,-0.015065,-0.057164,0.049026,-0.069838
-0.0025345,0.0056532,-0.020967,-0.0047406,0.017582,-0.039217,-0.0025971,0.0096323,-0.021485,0.018017,0.0056539,-0.020969,0.046773,-0.039222,-0.021488,0.0022573,-0.0083718,0.018674,-0.015659,-0.0085788,0.018676,0.0053171,-0.01972,0.043986,-0.036885,-0.020208,0.043991,0.017563,-0.009316,0.034551,-0.077068,0.064627,0.035406,-0.077077,-0.030772,-0.072485,0.0045414,-0.016843,0.037569,-0.031504,-0.017259,0.037573,0.015001,0.035335,-0.06191
