0 0 0.979342
0 1 0.986178
0 2 0.986828
0 3 0.985566
0 4 0.987508
0 5 0.985666
0 6 0.982573
1 0 0.985264
1 1 0.98333
1 2 0.828333
1 3 0.5
1 4 0.851133
1 5 0.960392
1 6 0.984235
2 0 0.967408
2 1 0.982447
2 2 0.979842
2 3 0.538802
2 4 0.975949
2 5 0.620529
2 6 0.98799
3 0 0.987091
3 1 0.969729
3 2 0.977544
3 3 0.932183
3 4 0.981839
3 5 0.899388
3 6 0.967144
4 0 0.985194
4 1 0.910579
4 2 0.985765
4 3 0.895008
4 4 0.919875
4 5 0.969271
4 6 0.913773
5 0 0.985552
5 1 0.973868
5 2 0.836128
5 3 0.565572
5 4 0.914022
5 5 0.985505
5 6 0.963013
6 0 0.965453
6 1 0.804926
6 2 0.986842
6 3 0.969687
6 4 0.986561
6 5 0.985085
6 6 0.986347
