0 0 0.911718
0 1 0.994824
0 2 0.995819
0 3 0.95806
0 4 0.99741
0 5 0.939691
0 6 0.99568
1 0 0.997372
1 1 0.996595
1 2 0.778841
1 3 0.728146
1 4 0.852356
1 5 0.950215
1 6 0.997542
2 0 0.823936
2 1 0.997699
2 2 0.998018
2 3 0.997393
2 4 0.997598
2 5 0.675601
2 6 0.993317
3 0 0.819978
3 1 0.995508
3 2 0.995765
3 3 0.996975
3 4 0.995473
3 5 0.993304
3 6 0.991355
4 0 0.99531
4 1 0.738223
4 2 0.997278
4 3 0.997618
4 4 0.997734
4 5 0.996235
4 6 0.98138
5 0 0.995061
5 1 0.985728
5 2 0.771393
5 3 0.962904
5 4 0.817276
5 5 0.99747
5 6 0.995733
6 0 0.978803
6 1 0.896238
6 2 0.995634
6 3 0.947627
6 4 0.995834
6 5 0.996341
6 6 0.928696
