0.998683 0.998683 0.998683 0.998683 0.998683 0.998683 0.998683 
0.987852 0.996752 0.998368 0.998659 0.998517 0.997456 0.988181 
0.981819 0.997641 0.995754 0.998476 0.973772 0.995035 0.951026 
0.694358 0.998629 0.919599 0.995089 0.984082 0.98875 0.990003 
0.879353 0.995645 0.875292 0.813211 0.971283 0.988672 0.941575 
0.983459 0.998687 0.993887 0.827133 0.998138 0.998687 0.927033 
0.998683 0.998683 0.998683 0.998683 0.998683 0.998683 0.998683 
0.998683 0.998683 0.998683 0.998683 0.998683 0.992986 0.998683 
0.998683 0.998683 0.998683 0.998683 0.991568 0.998683 0.998683 
0.995508 0.997592 0.960016 0.895553 0.996773 0.978842 0.967385 
0.951343 0.998052 0.968564 0.813211 0.957117 0.932151 0.876856 
0.990291 0.997538 0.911022 0.995089 0.984883 0.988803 0.708778 
0.963999 0.986173 0.980602 0.99848 0.987455 0.988778 0.971289 
0.989636 0.997514 0.987863 0.998655 0.976974 0.916812 0.982422 
0.998683 0.998683 0.998683 0.998683 0.998683 0.998683 0.998683 
