0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 
0.975704 0.993505 0.996735 0.997317 0.997033 0.994911 0.976361 
0.963638 0.995281 0.991508 0.996953 0.985192 0.990071 0.902052 
0.427291 0.997258 0.976336 0.990178 0.968163 0.996201 0.980006 
0.779669 0.99129 0.909567 0.996287 0.942565 0.996842 0.940622 
0.978962 0.997374 0.987774 0.997404 0.996275 0.997374 0.988542 
0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 
0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 
0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 
0.991017 0.997365 0.997315 0.997239 0.993547 0.997369 0.993907 
0.902685 0.996105 0.937129 0.996287 0.914234 0.993327 0.868832 
0.980582 0.995077 0.973469 0.990178 0.969766 0.997476 0.417556 
0.927997 0.991758 0.980448 0.996961 0.994084 0.996319 0.942578 
0.979272 0.995896 0.994602 0.99731 0.993299 0.995143 0.964843 
0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 0.997367 
