0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 -8.271652314464363887e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.249220980718731888e-01
0.000000000000000000e+00 3.000000000000000000e+00 5.091986891822315453e-01
0.000000000000000000e+00 4.000000000000000000e+00 1.259880104085963626e-01
0.000000000000000000e+00 5.000000000000000000e+00 3.670841556576725506e-01
0.000000000000000000e+00 6.000000000000000000e+00 -3.526824920662083862e-01
1.000000000000000000e+00 0.000000000000000000e+00 -8.271652314464363887e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.000000000000000000e+00 -6.879020618515094276e-02
1.000000000000000000e+00 3.000000000000000000e+00 -3.387828219519785078e-01
1.000000000000000000e+00 4.000000000000000000e+00 -5.148252664893722408e-03
1.000000000000000000e+00 5.000000000000000000e+00 -2.738816685784083993e-01
1.000000000000000000e+00 6.000000000000000000e+00 4.020079316940632363e-01
2.000000000000000000e+00 0.000000000000000000e+00 2.249220980718731888e-01
2.000000000000000000e+00 1.000000000000000000e+00 -6.879020618515094276e-02
2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.000000000000000000e+00 -1.212575450913846165e-01
2.000000000000000000e+00 4.000000000000000000e+00 3.125980041843188784e-01
2.000000000000000000e+00 5.000000000000000000e+00 -1.741591689524986941e-01
2.000000000000000000e+00 6.000000000000000000e+00 3.877695899316295769e-01
3.000000000000000000e+00 0.000000000000000000e+00 5.091986891822315453e-01
3.000000000000000000e+00 1.000000000000000000e+00 -3.387828219519785078e-01
3.000000000000000000e+00 2.000000000000000000e+00 -1.212575450913846165e-01
3.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 4.000000000000000000e+00 7.958144891026528930e-03
3.000000000000000000e+00 5.000000000000000000e+00 7.766754324194659054e-01
3.000000000000000000e+00 6.000000000000000000e+00 -7.963493588065627682e-01
4.000000000000000000e+00 0.000000000000000000e+00 1.259880104085963626e-01
4.000000000000000000e+00 1.000000000000000000e+00 -5.148252664893722408e-03
4.000000000000000000e+00 2.000000000000000000e+00 3.125980041843188784e-01
4.000000000000000000e+00 3.000000000000000000e+00 7.958144891026528930e-03
4.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 5.000000000000000000e+00 1.701256791050287653e-01
4.000000000000000000e+00 6.000000000000000000e+00 1.828801193223704991e-01
5.000000000000000000e+00 0.000000000000000000e+00 3.670841556576725506e-01
5.000000000000000000e+00 1.000000000000000000e+00 -2.738816685784083993e-01
5.000000000000000000e+00 2.000000000000000000e+00 -1.741591689524986941e-01
5.000000000000000000e+00 3.000000000000000000e+00 7.766754324194659054e-01
5.000000000000000000e+00 4.000000000000000000e+00 1.701256791050287653e-01
5.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 6.000000000000000000e+00 -7.292141360888962920e-01
6.000000000000000000e+00 0.000000000000000000e+00 -3.526824920662083862e-01
6.000000000000000000e+00 1.000000000000000000e+00 4.020079316940632363e-01
6.000000000000000000e+00 2.000000000000000000e+00 3.877695899316295769e-01
6.000000000000000000e+00 3.000000000000000000e+00 -7.963493588065627682e-01
6.000000000000000000e+00 4.000000000000000000e+00 1.828801193223704991e-01
6.000000000000000000e+00 5.000000000000000000e+00 -7.292141360888962920e-01
6.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
